SYMBOL	G1	G2	G3
SNHG9	-21.6560701722597	-18.099378314462	-49.309063056356
SNORD30	-25.10807624516	-28.394065094002	-46.4466108566907
SNORD94	-47.7456867435659	-24.4947482320025	-11.1739401455879
SNX24	-15.8986239426118	-20.1236800772453	-21.0491701895751
SNX27	-31.7264547225978	-28.2085716208476	-41.7970844746019
SOX15	-20.8677175212303	-7.13978616908962	-2.22757963551146
SPAG1	-14.7671211350821	-16.9529875384844	-17.9222964923693
SPAG6	22.1778097405883	44.682371623896	55.5257436748112
SPG7	-37.1856616440628	-38.4341062676873	-39.8205205966566
SPRY4	-22.3410986285579	-22.6700576214208	-28.1233188542923
ST6GALNAC1	-33.3119658049266	-26.0197493367015	-12.0187241338742
ST8SIA3	17.9509891770075	49.0717700141212	49.8611917735671
STAG3	18.369627237269	41.5625356639425	46.9406127684828
STAG3L4	-18.6614866794548	-20.5811392110183	-20.8501495857686
STAT3	-10.4746059735781	-25.425468975431	-27.784921470805
STIL	-17.0834664746079	-11.4161516776254	-5.49663704211845
STK11IP	-16.7698449682781	-17.3278255799947	-30.5978236482967
TBC1D13	-25.158473495758	-20.1914182716559	-13.4511703164838
TBCD	-21.9397093545919	-22.9617900761937	-26.6978290343813
TBX15	48.2584639435963	59.2091912985821	80.3001297316138
TBX4	30.1699001836044	38.9398870553751	58.1148851687784
TBXAS1	-14.2434963974731	-8.50539382526965	-22.8843045286946
TC2N	-53.6503431087702	-29.51097116191	-14.5715223033633
TCEB1	-10.8245834359186	-13.3562529881348	-12.7397288282886
TCIRG1	-29.2035272807296	-16.9401966781908	-14.9416334235384
THRAP3	-9.36254262496228	-11.4296612272559	-12.1833866323444
TIGD1	-11.130180475799	-13.6254830256871	-18.7767637466054
TMEM173	-34.4553564240336	-20.1757272300048	-7.25541549623322
TMEM188	-21.1830251885508	-18.3509994822296	-12.3288552498572
TMEM19	-16.9482997628238	-17.3895632012945	-22.0155992492716
TMEM39B	-18.6818957066109	-20.7771866701166	-24.3194534770879
TMEM51	-39.4309430946629	-30.0537502142503	-11.3077943983272
TMEM55B	-22.2846526096329	-21.3182774105548	-34.390189338339
TRAF2	-43.1506705096027	-48.6204381573839	-76.914380494743
TRMT1	-15.9191271376887	-17.9473296031994	-20.8492885816647
TRPM1	1.71681388311352	9.12599421147112	24.2696648625544
TSTD1	-10.5038496126632	-7.42109661536778	-20.9628264642706
UBASH3B	-16.0087500041232	-3.27665119052685	-9.39159599870136
UBE2H	-13.7213537628006	-13.2137191925791	-23.2363109544879
UBTF	-22.9938535151291	-19.7226420537797	-31.7694216065707
UGT2B15	-38.7772044631948	-28.0369228348542	-17.3059648772861
URB2	-12.624652243747	-22.069107055268	-33.7950316425388
USP53	20.5313962955031	16.8710003054173	26.295929443046
VASH2	1.09478899557819	9.15098034673611	30.9471457321417
VAX2	8.55595867757126	17.2980585229595	36.1587515085766
VDAC1	-12.2894764374551	-12.459144521994	-16.5706260608438
VPS13B	-28.5611730507012	-11.2547415061645	-4.21501522671661
XPNPEP1	-7.29134017407455	-13.4500644365397	-25.6211371768594
XRCC5	-12.5834527444729	-20.2654448229447	-22.0492240340927
YAP1	-20.7681594455659	-15.5508985741861	-14.3319669153747
YTHDF2	-8.53293834085764	-12.3238524591757	-18.0650667298409
YWHAZ	-24.2624316625398	-21.1295567538269	-48.5466470153031
ZCCHC17	-11.2868662438505	-15.287012544367	-27.6243285708924
ZCCHC3	-3.06228346952125	-9.04981413492197	-19.6568871283527
ZFAND2A	-14.4757240285563	-14.3359411623383	-16.890331273117
ZFHX3	-14.6739943332087	-19.1862839660593	-23.3833280285551
ZFP62	-33.9239582928129	-16.7173708675626	-8.24069189098164
ZKSCAN1	-20.8524611369398	-22.1205800371627	-22.787434403746
ZMAT3	-29.0776848734027	-27.9019531560074	-27.6651113687986
ZMIZ1	-25.8572670923027	-28.6155710393774	-25.3787309261221
ZNF131	-19.0286556576072	-25.4417628556332	-26.8488375985757
ZNF167	27.6361943151402	37.8028678810179	50.3986586912815
ZNF181	-27.5406936825067	-23.2345932296193	-7.36709839038861
ZNF227	-12.2726250908585	-12.103596318419	-19.3738899153448
ZNF232	61.372980860895	62.1161171191422	87.0812399965264
ZNF239	-35.9197907819004	-30.7622451714516	-18.9762276607377
ZNF248	-36.4552538790062	-22.206360418576	-18.9294065751597
ZNF263	-18.5025651498152	-20.3670670270377	-22.8013473365624
ZNF28	-16.0467161368192	-10.9894837915645	-16.9704337895163
ZNF295	-29.2051119672683	-24.1425494740281	-21.3964321156835
ZNF302	-42.7081906056807	-7.74842511769188	-3.35933253541802
ZNF385B	-16.489964199361	-0.373773385518542	-8.21310585892523
ZNF397OS	24.2070451373826	43.812648691935	65.9536674334493
ZNF589	-6.20715338339596	-13.3401314930535	-27.2095835773657
ZNF696	-8.66276652264638	-13.8304442819174	-28.4429074119029
ZNF738	-20.897653857768	-19.9065164403428	-10.5018453204726
ZNF862	-13.8483423951634	-13.3012325543791	-26.4665925003249
ZPBP	8.75263084122751	13.1611796756742	31.5143592944056
