 NT G1 G2 G3 sum
PKMYT1 0.0004429848213567978 0.00027307175957442116 0.0005452124350833452 0.0013183468711844587 0.002579615887199023
AAK1 0.0005879586255528366 0.0005534742533640503 0.0006964411143048725 0.0007396879364917142 0.0025775619297134737
SNORD72 0.0005952000544410237 0.00073338797641949 0.000702030601917797 0.0005464075769880962 0.002577026209766407
PRR7 0.0005860583635187019 0.0005490004168623747 0.0008641349192866559 0.0005520496686686555 0.0025512433683363878
CCDC64 0.0005023636843940439 0.00029991260019154734 0.0009382086975679088 0.000809852312649135 0.002550337294802635
SNORA38 0.0003384545181572355 0.0005205702733669305 0.0006304522530626373 0.0010514097162813067 0.00254088676086811
DSPP 0.0005443179941293332 0.00042762540853560183 0.0007426313121566046 0.0008189867055045149 0.0025335614203260545
TOPBP1 0.00041220506969705814 0.0008969007019423803 0.0006310572833922803 0.0005930267035645137 0.0025331897585962326
ZNF438 0.0007759960679640779 0.0006348335541816606 0.0006224208363021877 0.0004963848941026543 0.0025296353525505804
MIR365-2 0.0005676209383349662 0.00040701285879632675 0.0007091759938705933 0.0008311463805401311 0.002514956171542017
FAM196A 0.0006017044122613651 0.0002804610632387408 0.0008063356801897064 0.000825821233166334 0.0025143223888561463
ARAP1 0.000519281894764665 0.0007450872602829676 0.0006624050623220514 0.0005755198732448765 0.0025022940906145605
ALPL 0.0002780844258862795 0.0004564799334222522 0.0010845125396884065 0.0006809815034753959 0.0025000584024723344
MOSPD3 0.0004856096418332724 0.00041409319906427427 0.0007222698407644177 0.0008690873119060373 0.0024910599935680016
MGRN1 0.000271877558190424 0.0008573263518885769 0.0008950780371249276 0.00045273908835653684 0.002477021035560465
CTXN3 0.0003235394156940343 0.00032719948561012 0.0007620131011292806 0.001062119493012958 0.0024748714954463927
FAM131A 0.0004933024335729345 0.0008463878479774277 0.00062932119993328 0.0005050759706304293 0.0024740874521140717
CDC42EP5 0.0003094377617533036 0.0007276954297905805 0.0004937259641403226 0.0009411594916034344 0.0024720186472876413
STAG3 0.0005485750900143505 0.0005196108197645649 0.000563611470510621 0.000838598673357844 0.0024703960536473805
MAGEL2 0.0003372364965020827 0.0009370901554956087 0.000584501615094275 0.0006096827481563809 0.0024685110152483473
AGAP11 0.0006216183295507429 0.00045221204566711046 0.0006787587992612486 0.0007144808200251443 0.002467069994504246
LY6G5C 0.0007413367808324779 0.00042352060725940664 0.0007248196435478154 0.0005752320249239931 0.0024649090565636933
SMPD4 0.0004582877055259612 0.0001833589525526078 0.0007652109406958553 0.0010559158758251049 0.002462773474599529
BAT1 0.0005875042969727069 0.0003668095225336417 0.0005926261234574947 0.0009144398251412549 0.0024613797681050983
NLK 0.00039951555987482307 0.0009711032013405886 0.0005898868051663173 0.0004968476578288066 0.0024573532242105353
ZNF366 0.0005811430960906876 0.00040236959134480827 0.000744731789291239 0.0007250112745705278 0.002453255751297263
TBX15 0.0005082975422738314 0.0004737147587133456 0.0006601488259199647 0.0008083917005488571 0.0024505528274559986
DMXL1 0.00042529225446657067 0.00029302557023419106 0.000803371898795386 0.0009258322045626723 0.00244752192805882
C7orf29 0.00020255711617635634 0.0004042247840956802 0.001082635792209186 0.0007570181933981708 0.002446435885879393
ST8SIA3 0.000271565666062515 0.0003894727456437496 0.0010225945757618372 0.000761734464425662 0.002445367451893764
RPRM 0.0003869206228948179 0.0003254650363165229 0.000834880185310859 0.0008933622138714616 0.0024406280583936612
LOC731779 0.0007853919564635976 0.00045485110057977605 0.0007684204345271364 0.0004292443796313502 0.0024379078712018602
TAS2R42 0.0004873997405331252 0.000669354958599362 0.0006700414628090553 0.0006099829426106883 0.0024367791045522306
SPTBN1 0.0005053924878148144 0.0004266941430190314 0.0007226196063157937 0.0007758175672656273 0.0024305238044152666
COMT 0.0004936941416667605 0.00030181561734043917 0.0006523166623510068 0.0009821695005154437 0.0024299959218736502
STAT3 0.0005594331119787731 0.00045174270084319244 0.000677861361599253 0.0007404822122376155 0.002429519386658834
USP53 0.00048350203994670314 0.00016457180028815895 0.0006343086662262255 0.0011432468570101609 0.0024256293634712482
VARS2 0.0006618940363264055 0.0004356931356764667 0.0006633376743027102 0.0006622014830327805 0.002423126329338363
ERRFI1 0.0003868401835726758 0.0004311318178261939 0.0008395580948140468 0.0007612035174450053 0.0024187336136579215
ETV2 0.0003885993409929598 0.0004554014341153573 0.0006102188629761118 0.0009566608262518074 0.0024108804643362364
