"Sample_Name","label","AAK1","ABCA12","ACAD10","ACAP3","ACBD6","ACIN1","ACOT2","ACSF2","ACTA2","ACTN4","ACTR1B","ADAMTS9","ADAT2","ADCK5","ADCY6","ADH1B","AFAP1","AFARP1","AGER","AGXT2","AIMP2","AKT1","AKT1S1","AMICA1","AMPD2","ANAPC1","ANAPC10","ANAPC2","ANG","ANKRD17","ANKRD55","AP2M1","AP3D1","APBA1","APBA3","APBB3","APITD1","APOA5","ARHGEF10L","ARHGEF4","ARID5B","ARMC5","ARMC6","ASPH","ASS1","ATP6V0A1","ATP6V1E1","ATP9B","ATPGD1","ATXN7L1","B3GALTL","BAD","BAG2","BAG3","BAG5","BAI2","BAIAP2","BAIAP2L2","BARD1","BAT2","BAT5","BAZ2A","BCAN","BCAR1","BCAS2","BCAS4","BCL2L12","BEND4","BET1L","BFSP1","BIN1","BIN3","BIRC3","BMP1","BRAF","BRD3","BRD4","BRWD1","BSG","BTBD18","BTBD2","BTBD7","BTBD8","BZW2","C10ORF58","C11ORF34","C12ORF51","C12ORF75","C13ORF16","C14ORF102","C14ORF119","C14ORF159","C16ORF42","C16ORF45","C16ORF80","C17ORF39","C17ORF70","C17ORF99","C19ORF25","C19ORF29","C19ORF33","C19ORF51","C1ORF125","C1ORF14","C1R","C1RL","C1S","C20ORF160","C20ORF199","C2ORF28","C2ORF40","C3ORF26","C3ORF45","C4B","C4ORF10","C6ORF174","C6ORF27","C6ORF35","C7ORF28A","C7ORF50","C7ORF52","C9ORF25","C9ORF37","CA14","CADM1","CAMTA2","CANT1","CAPN10","CAPN5","CARS2","CASKIN2","CASP9","CASS4","CAST","CC2D2A","CCAR1","CCDC130","CCDC17","CCDC40","CCDC57","CCDC9","CCHCR1","CCNL2","CCT3","CCT5","CCT6B","CD7","CD81","CDC42BPB","CDC42EP4","CDK3","CDK6","CDKAL1","CENPL","CHERP","CHGB","CHMP6","CIT","CKB","CLASP1","CLIC4","CLK1","CLSPN","CLSTN1","CMIP","CNTNAP1","COL18A1","COL27A1","COMMD8","COPS8","CP","CPT1A","CPZ","CRYGD","CSAD","CSK","CSNK1D","CSNK1G1","CSPG4","CTDSP1","CTNNBIP1","CYGB","CYHR1","CYP2D7P1","CYP2E1","D4S234E","DCC","DCP1A","DCUN1D2","DDAH2","DDX10","DDX20","DDX23","DEAF1","DECR2","DEFB107A","DENND1A","DGKG","DHPS","DHRS3","DHX30","DIP2C","DLG2","DLGAP1","DMAP1","DMC1","DNAJC11","DNAJC2","DNAJC7","DOCK4","DOCK6","DPF3","DPP9","DPYD","DRD3","DUOX1","DUS1L","DVL1","DYNLT1","ECHS1","ECSCR","EDC4","EDEM3","EDNRA","EEF1B2","EEF1D","EEF2","EFTUD1","EGFL8","EHD1","EHD4","EIF2C1","EIF3M","EIF4ENIF1","EIF4H","ELK3","ELL2","ENTPD3","EOMES","EPAS1","EPHA10","EPHA2","EPHB4","EPHX3","ESPL1","ESPNP","ESR1","F11","FAM102A","FAM108C1","FAM120A","FAM128B","FAM173B","FAM189A1","FAM193B","FAM35B","FAM38A","FAM53B","FAM63B","FAT1","FBXO18","FBXW11","FBXW4","FER1L4","FEZ1","FHAD1","FIGLA","FIP1L1","FIS1","FLJ22536","FMO4","FOXO1","FOXP1","FRY","FRYL","FSD1L","FTO","FUCA1","FXN","FZD4","GADD45G","GAR1","GAS5","GATAD2A","GCC1","GIGYF1","GLRX2","GMIP","GOLGA3","GPC2","GPC6","GPD1L","GPN2","GPRC5C","GRAMD3","GRHL2","GRHPR","GRID2","GRIK2","GRK7","GRWD1","GSN","GSTM2","GUCA1A","GUCY1B2","H6PD","HADHB","HAGH","HCCA2","HCG11","HDLBP","HEATR2","HERV-FRD","HES6","HHIP","HIC2","HIGD1A","HIP1","HIP1R","HIST2H2BA","HLA-G","HMG20B","HMGCL","HOOK1","HOXA5","HS6ST1","HSD11B2","HSD17B2","HSP90AA1","IARS2","IGF2BP1","IGFALS","IKBKB","IKBKE","IL17D","ILDR1","ILF3","IMMT","INO80","INS-IGF2","INSR","INTS1","ISL1","ITGB7","ITPR2","ITPRIP","JAK3","JAZF1","KAT2B","KCNG3","KCNN2","KCTD2","KDM2B","KDM4B","KDM6B","KIAA0195","KIAA0284","KIAA0355","KIAA0415","KIAA0430","KIAA0664","KIAA1324","KIAA1377","KIAA1462","KIAA1543","KIAA1737","KIF1C","KLF12","KLF15","KLF3","KLF5","KLHL2","KREMEN2","KRT12","KRT7","LASP1","LEPRE1","LIPG","LMO7","LOC100133161","LOC100134368","LOC100188947","LOC100294362","LOC145845","LOC283867","LOC284551","LOC284632","LOC284788","LOC285456","LOC285847","LOC388692","LOC390595","LOC400043","LOC400931","LOC441666","LOC641518","LOC642846","LOC645323","LOC646982","LOC647121","LOC728743","LONP1","LRCH1","LRIG1","LRP1","LRP5","LRRC40","LRRC8A","LSM10","LZTS2","MAD1L1","MAD2L1","MAN1B1","MANBA","MAP2K3","MAP2K7","MAP3K11","MAPK1","MAPK3","MAPKAPK3","MARVELD2","MAST3","MCM4","MCM6","MCOLN2","MDGA1","MDN1","MED16","MED24","MEIS2","MFSD8","MGAT4B","MGC23270","MGC2752","MIER2","MIR132","MIR26B","MIR548H3","MKNK2","MLXIP","MLXIPL","MMP15","MOBKL2C","MOCS1","MPP3","MRI1","MRPS18B","MRPS6","MSH2","MST1P2","MST1P9","MTA1","MTERFD2","MTHFD1","MTMR3","MTOR","MTSS1L","MTUS2","MTX1","MUC13","MYCBP","MYF6","MYH9","MYO18A","MYO5C","NAA15","NAA16","NADSYN1","NARFL","NARS","NAV2","NBEA","NBPF10","NBPF16","NCLN","NDRG2","NDST1","NDUFA10","NDUFC1","NEAT1","NEB","NEK8","NEK9","NELL2","NEURL1B","NFE2L1","NFIC","NFIX","NIP7","NISCH","NKX3-2","NLRX1","NOD1","NOP56","NPAS4","NR3C2","NRCAM","NRD1","NSMAF","NSMCE2","NT5C3","NT5DC1","NTHL1","NUAK1","NUDCD3","NUP153","NUP214","OAF","OBFC1","OIP5","ONECUT1","ORAI2","ORC6L","OSBPL9","PACRG","PACS1","PACS2","PACSIN3","PAPLN","PAQR5","PARD6A","PARP10","PAX8","PBX2","PBX4","PCGF3","PCNT","PCSK6","PDCD6","PDE1A","PDGFRL","PDLIM3","PEBP1","PER1","PEX7","PHACTR4","PHF13","PHLDB3","PHRF1","PHYHIP","PI4KB","PIAS2","PIAS4","PINX1","PIP5K1C","PITPNM1","PITPNM2","PITX1","PLA2G15","PLA2G1B","PLCB1","PLCB3","PLCE1","PLEKHA5","PLEKHA6","PLEKHM2","PLEKHM3","PMM2","PNPLA7","POLE","POLR2A","POLR3E","POR","PPAP2B","PPFIA3","PPM1F","PPP1R11","PPP1R12C","PPP2R5A","PPP4C","PRDX3","PRDX6","PRH1","PRIM2","PRKCB","PRKD2","PRLH","PRPF40B","PRPF8","PRR14","PSD3","PTCD3","PTGDR","PTH1R","PTPLAD1","PTPRF","PZP","QTRT1","RAB1B","RAB22A","RAB2A","RAB3B","RAB40B","RAB43","RAB8B","RABEP2","RAD21","RAD51L1","RARRES2","RASIP1","RASSF6","RBM26","RBM47","RBM4B","RCBTB2","RDBP","RECQL5","REXO1","RGS12","RGS16","RHBDD1","RHBDD2","RHBDL3","RIN3","RING1","RMST","RNF157","RNF166","RNF215","RNF5","ROBO3","RPA1","RPAIN","RPH3A","RPH3AL","RPL12","RPL13","RPL13AP3","RPL23","RPL31","RPS15","RPS2P32","RPS7","RREB1","RRM2","RTN2","RTN4R","RUVBL1","RXRA","SALL1","SAPS2","SART1","SASS6","SBNO2","SCAMP4","SCAP","SCEL","SCLT1","SCUBE2","SDF4","SEBOX","SEC14L1","SEC24B","SELM","SELO","SEMA4B","SENP3","SEPN1","SEPT11","SEPT13","SERPINA4","SERPINA6","SETD1B","SETX","SFRS6","SGPL1","SH3GL1","SH3RF1","SHOX2","SHROOM3","SIPA1","SKI","SKIV2L","SLC12A4","SLC12A5","SLC12A7","SLC13A5","SLC16A13","SLC1A2","SLC1A7","SLC25A37","SLC2A11","SLC2A4RG","SLC38A10","SLC4A2","SLC5A2","SLC7A11","SLC9A1","SLCO2B1","SMAD6","SMC3","SMYD1","SNHG4","SNORA74B","SNORD15A","SNORD46","SNTB2","SNX10","SNX19","SNX2","SOX13","SP100","SP4","SPG7","SPNS2","SPPL2A","SPRY4","SPRYD4","SPTBN5","SPTLC2","SRC","SSH3","ST5","ST8SIA4","STARD3","STAT3","STK3","STK40","STMN1","STRBP","STXBP3","SUSD1","SUZ12","SYNRG","SYT1","TACC3","TAF1D","TAF6L","TAOK2","TAOK3","TAP2","TBC1D17","TBKBP1","TBL3","TBR1","TCF25","TCL6","TCTEX1D4","TDRD7","TELO2","TFAP2A","TFDP1","TGM2","THAP3","THBS4","THRA","THUMPD1","TIMM8B","TINAG","TLE6","TLL1","TMEM132C","TMEM170A","TMEM208","TMEM49","TMEM53","TMEM98","TNFRSF11B","TNFRSF21","TNK2","TOMM20","TOP1MT","TOX3","TP53BP1","TPCN2","TRAF3IP1","TRAK1","TRAM2","TRAP1","TRIM26","TRIM72","TRIP10","TRIP4","TRPC4AP","TSC2","TSG101","TSPAN9","TTC18","TTC39A","TTL","TTYH3","TUBA1B","TUFM","TULP4","TXLNA","UBE2I","UBE2J2","UBE2QP1","UBE2V1","UBTD1","UBTF","UGP2","ULK4","UPB1","UPF1","UQCRH","USP2","USP24","USP35","USP42","UXS1","VARS2","VASH2","VAV2","VAX1","VEGFA","VHL","VKORC1","VOPP1","VPS37B","VPS4A","VTI1A","WARS2","WBP2","WDR51A","WDR54","WDR69","WDR82","WDR91","WIZ","WNT10A","WNT5B","WSB1","XAB2","YIF1A","YTHDC1","YWHAQ","ZC3H3","ZC3H7B","ZFPM1","ZGPAT","ZIC4","ZMIZ2","ZNF148","ZNF24","ZNF335","ZNF442","ZNF498","ZNF710","ZNF783","ZNF787","ZNF90","ZNHIT6"
"TCGA-DD-A73C-01A","G1",0.94857,0.12717,0.83934,0.88322,0.97758,0.74867,0.64056,0.6769,0.49681,0.82579,0.93559,0.4276,0.018,0.59139,0.8476,0.29816,0.80045,0.32717,0.83415,0.88908,0.5205,0.84796,0.92801,0.69267,0.56658,0.40308,0.98322,0.7122,0.79832,0.88908,0.82375,0.9027,0.87803,0.95358,0.87968,0.5919,0.01229,0.55678,0.84145,0.2697,0.41436,0.66786,0.32131,0.92616,0.87204,0.97508,0.95666,0.93949,0.19869,0.50556,0.7338,0.79129,0.51621,0.85354,0.8531,0.72739,0.68034,0.68735,0.8489,0.83871,0.29576,0.38096,0.16018,0.707,0.02542,0.68326,0.32042,0.24192,0.03638,0.52736,0.34201,0.55266,0.94398,0.78757,0.75451,0.78309,0.79665,0.64836,0.91459,0.89436,0.94132,0.92409,0.05203,0.74183,0.707,0.8882,0.91957,0.42623,0.37255,0.7367,0.55243,0.59168,0.84936,0.79989,0.14388,0.2866,0.74532,0.46782,0.95837,0.89352,0.88945,0.19234,0.30831,0.44809,0.7065,0.13032,0.18176,0.17247,0.00992,0.93714,0.9755,0.83345,0.86223,0.64946,0.84274,0.59022,0.5347,0.45816,0.79936,0.76129,0.01944,0.77256,0.77684,0.71502,0.93567,0.6312,0.94375,0.65864,0.89846,0.74936,0.80396,0.43988,0.40562,0.55388,0.83728,0.94472,0.85953,0.80202,0.76234,0.75073,0.91909,0.83523,0.80229,0.36233,0.97114,0.90199,0.80835,0.65746,0.75004,0.81096,0.90621,0.90689,0.9464,0.47467,0.93871,0.05072,0.87022,0.84314,0.04796,0.69387,0.32165,0.03463,0.63889,0.81882,0.78744,0.63746,0.69921,0.28521,0.027,0.67694,0.60655,0.87648,0.05078,0.58296,0.53123,0.6724,0.84162,0.93891,0.64942,0.74207,0.76118,0.48423,0.01971,0.41934,0.3475,0.13681,0.06842,0.01276,0.83427,0.80023,0.91516,0.41484,0.94155,0.68607,0.90165,0.59597,0.89247,0.27989,0.03348,0.59714,0.53561,0.85188,0.64169,0.20485,0.60036,0.96498,0.58827,0.15661,0.9253,0.58449,0.62297,0.94668,0.91783,0.87346,0.08324,0.3475,0.67623,0.75944,0.02197,0.89605,0.736,0.8965,0.48769,0.27742,0.28025,0.87369,0.53824,0.77226,0.87774,0.82186,0.56022,0.01925,0.01582,0.94586,0.62677,0.8073,0.96259,0.96896,0.27005,0.48703,0.25773,0.71572,0.65187,0.09036,0.72902,0.45874,0.90497,0.96287,0.83038,0.792,0.83837,0.66236,0.37106,0.58305,0.74139,0.87743,0.77908,0.8816,0.59076,0.73055,0.84542,0.97018,0.64357,0.61571,0.64003,0.35965,0.02522,0.3923,0.64667,0.49051,0.4781,0.71212,0.76086,0.92072,0.94422,0.33297,0.82785,0.52179,0.89893,0.60899,0.0217,0.52826,0.20388,0.86849,0.79393,0.87174,0.01815,0.73837,0.91455,0.15463,0.80844,0.40809,0.94417,0.38326,0.91512,0.42974,0.707,0.17129,0.05829,0.03396,0.89277,0.83714,0.96569,0.74321,0.27654,0.75337,0.86136,0.42154,0.63606,0.71084,0.90554,0.87825,0.50726,0.03166,0.07667,0.93145,0.6253,0.85613,0.70155,0.18878,0.28525,0.95009,0.2399,0.04445,0.1956,0.53478,0.38038,0.96395,0.87994,0.02236,0.52596,0.67667,0.84899,0.34555,0.38171,0.60852,0.93032,0.64387,0.80084,0.52298,0.42817,0.9085,0.04404,0.57526,0.81835,0.86594,0.43199,0.78115,0.02756,0.43761,0.03033,0.4998,0.60066,0.83975,0.87071,0.8996,0.90973,0.67603,0.90753,0.95673,0.86318,0.409,0.39681,0.56204,0.7752,0.83648,0.94843,0.95826,0.65256,0.95518,0.50138,0.63425,0.04617,0.63126,0.45803,0.57151,0.9375,0.37504,0.73236,0.62677,0.5574,0.89047,0.58464,0.20405,0.06977,0.93638,0.20307,0.80722,0.25695,0.23015,0.22858,0.84964,0.03899,0.6383,0.55205,0.03895,0.93736,0.20823,0.69455,0.11029,0.82025,0.88938,0.76842,0.8233,0.81541,0.62488,0.93574,0.83076,0.8336,0.9203,0.86248,0.33989,0.79346,0.91451,0.37758,0.64627,0.89149,0.87477,0.36741,0.7513,0.96795,0.53811,0.03105,0.60414,0.03478,0.62856,0.96639,0.89543,0.44315,0.90152,0.01781,0.84,0.93711,0.48524,0.77547,0.02078,0.5266,0.01874,0.7151,0.38449,0.53406,0.90652,0.89921,0.50627,0.59518,0.20198,0.65684,0.03443,0.12788,0.63993,0.60216,0.81739,0.88113,0.25821,0.15904,0.56915,0.7542,0.1218,0.67587,0.04041,0.9606,0.08344,0.58657,0.84159,0.87431,0.72728,0.03628,0.86498,0.86072,0.97198,0.70859,0.22919,0.48135,0.7037,0.84824,0.63571,0.58873,0.95688,0.01606,0.01375,0.95342,0.47423,0.97204,0.18081,0.81882,0.65176,0.6896,0.60609,0.4686,0.92535,0.22714,0.94427,0.84761,0.66194,0.0595,0.96623,0.09273,0.50304,0.0274,0.96985,0.92487,0.58349,0.50865,0.74682,0.51396,0.94285,0.01689,0.51972,0.51419,0.92028,0.02508,0.42902,0.91095,0.91686,0.95933,0.84114,0.77905,0.81944,0.48057,0.02709,0.88731,0.56279,0.25061,0.59013,0.16468,0.85403,0.89848,0.58306,0.86616,0.21952,0.60824,0.64539,0.3081,0.78392,0.68441,0.98172,0.51562,0.80124,0.76397,0.39307,0.79177,0.96978,0.84784,0.59176,0.87483,0.88819,0.81536,0.06273,0.72015,0.02745,0.66002,0.93405,0.64665,0.88065,0.62371,0.71439,0.9314,0.84617,0.92442,0.77262,0.89799,0.83018,0.75568,0.62343,0.68013,0.52846,0.81961,0.95576,0.85083,0.33248,0.26887,0.01402,0.65026,0.85347,0.02424,0.74791,0.51144,0.78276,0.41754,0.86385,0.97884,0.94766,0.11508,0.16305,0.48509,0.93491,0.67154,0.94274,0.96172,0.88194,0.64329,0.5858,0.85786,0.9579,0.87134,0.93985,0.44333,0.846,0.2339,0.45401,0.73616,0.9337,0.96516,0.94681,0.76169,0.74741,0.73741,0.78951,0.82665,0.19651,0.94077,0.64692,0.45457,0.78384,0.92974,0.556,0.55628,0.83268,0.7271,0.72206,0.07883,0.84477,0.31043,0.26053,0.85834,0.62135,0.24569,0.57491,0.34355,0.47195,0.01757,0.50513,0.04065,0.55921,0.28627,0.02527,0.73882,0.67699,0.60692,0.36158,0.87805,0.95366,0.96482,0.82236,0.96052,0.49472,0.02907,0.02509,0.67878,0.92771,0.47191,0.82449,0.96904,0.35686,0.8644,0.52613,0.93691,0.72685,0.7834,0.93454,0.5023,0.8993,0.82039,0.85666,0.00922,0.7628,0.67269,0.95176,0.14116,0.82201,0.70266,0.72546,0.85769,0.77306,0.09483,0.72849,0.15664,0.34118,0.58098,0.80987,0.69439,0.64746,0.6648,0.74374,0.82588,0.71894,0.56429,0.72685,0.66243,0.76873,0.96139,0.80606,0.4379,0.87555,0.03881,0.10338,0.9595,0.72258,0.87681,0.03455,0.95714,0.02182,0.92153,0.82792,0.65052,0.04725,0.50613,0.01199,0.45842,0.49861,0.49655,0.89161,0.73957,0.04869,0.90528,0.66686,0.68562,0.75439,0.91711,0.97359,0.47465,0.75375,0.94359,0.97438,0.50357,0.89982,0.93006,0.82168,0.90451,0.66263,0.88599,0.88831,0.92315,0.81085,0.22899,0.77756,0.44264,0.78381,0.97318,0.8676,0.14226,0.7876,0.95883,0.9681,0.45595,0.79952,0.40931,0.6749,0.74287,0.46738,0.01646,0.08625,0.48567,0.04616,0.89791,0.59868,0.36086,0.37723,0.78973,0.73383,0.91417,0.80811,0.95077,0.89665,0.61987,0.94393,0.79986,0.51521,0.56336,0.83708,0.39747,0.63717,0.48395,0.68623,0.86443,0.48317,0.60506,0.95999,0.4373,0.36625,0.75411,0.06156,0.75438,0.80435,0.94138,0.82657,0.87881,0.26128,0.03385,0.63375,0.58097,0.19757,0.77544,0.47724,0.77241,0.97635,0.23297,0.93626,0.73199,0.94279,0.9461,0.67666,0.37668,0.76913,0.19469,0.18804,0.6143,0.47198,0.51264,0.61011,0.70963,0.8409,0.79617,0.2647,0.94849,0.02547,0.04053,0.76428,0.8189,0.53651,0.47056,0.53658,0.01654,0.94732,0.74165,0.67912,0.35057,0.77548,0.8956,0.75248,0.49783,0.10545,0.8244,0.93424,0.8601,0.08956,0.94564,0.84915,0.23275,0.59383,0.8207,0.05722,0.95497
"TCGA-CC-5262-01A","G1",0.90488,0.21688,0.89347,0.93514,0.79734,0.87053,0.89417,0.83156,0.47245,0.87512,0.95649,0.44087,0.01573,0.62277,0.87924,0.73863,0.59391,0.96707,0.88605,0.72695,0.73532,0.94227,0.95032,0.76815,0.6254,0.71201,0.88794,0.88757,0.89765,0.81772,0.91972,0.93613,0.93878,0.95272,0.93798,0.83518,0.00975,0.66078,0.87836,0.46522,0.52113,0.78912,0.89982,0.89434,0.9222,0.88944,0.94763,0.94532,0.60231,0.6624,0.73989,0.89788,0.5122,0.88556,0.89656,0.7777,0.8848,0.81861,0.91678,0.92192,0.33046,0.37257,0.62724,0.83081,0.0211,0.7741,0.31713,0.47254,0.04196,0.51234,0.85164,0.66573,0.84191,0.93619,0.69471,0.93164,0.84575,0.65131,0.94186,0.93106,0.94666,0.92487,0.04465,0.65836,0.84589,0.64873,0.9523,0.73322,0.01044,0.91834,0.65487,0.88004,0.92747,0.79022,0.34368,0.9174,0.88819,0.76143,0.94308,0.94169,0.89382,0.02978,0.81188,0.59356,0.82722,0.15909,0.29606,0.19779,0.01855,0.93363,0.90264,0.85944,0.94207,0.91279,0.91776,0.46428,0.70128,0.45374,0.84681,0.8319,0.08454,0.90239,0.91801,0.9606,0.90109,0.89251,0.9382,0.93951,0.95293,0.83795,0.88176,0.47571,0.55423,0.5643,0.91705,0.87832,0.86916,0.74285,0.83116,0.85365,0.97325,0.87633,0.83611,0.04327,0.90741,0.81073,0.74438,0.83533,0.82274,0.88499,0.94308,0.87139,0.88548,0.72159,0.95396,0.23418,0.89411,0.89877,0.10382,0.67271,0.29963,0.05445,0.6046,0.75736,0.84976,0.76039,0.81962,0.49464,0.0285,0.81604,0.87093,0.88696,0.05704,0.62165,0.66241,0.83701,0.89192,0.73681,0.7532,0.87944,0.89596,0.77915,0.01756,0.91915,0.31711,0.11767,0.18439,0.02142,0.87613,0.82861,0.95606,0.41381,0.94732,0.906,0.95593,0.68559,0.89807,0.42134,0.03163,0.75023,0.63676,0.86008,0.64486,0.23574,0.606,0.92072,0.76243,0.47498,0.88856,0.78087,0.69767,0.85865,0.941,0.87123,0.06437,0.5602,0.87634,0.84241,0.26924,0.92923,0.82691,0.92858,0.49425,0.22882,0.37346,0.92639,0.70439,0.83067,0.92098,0.85302,0.61102,0.01379,0.02245,0.92442,0.70176,0.88763,0.93609,0.95172,0.38153,0.6601,0.39866,0.79262,0.80788,0.30273,0.89179,0.5768,0.85328,0.9333,0.91257,0.71734,0.8333,0.76972,0.3182,0.57248,0.73825,0.91758,0.82911,0.92961,0.663,0.93618,0.93033,0.94391,0.89505,0.56283,0.82386,0.5855,0.02603,0.39185,0.69225,0.55735,0.70549,0.66643,0.73004,0.86422,0.96041,0.50284,0.79683,0.5293,0.9282,0.69847,0.03331,0.53189,0.0506,0.93814,0.87046,0.95321,0.02956,0.93412,0.93958,0.28034,0.85407,0.47929,0.96216,0.67341,0.91735,0.62937,0.75553,0.26023,0.25844,0.1544,0.9408,0.88134,0.96163,0.6438,0.5576,0.9194,0.92002,0.7616,0.7462,0.68279,0.93226,0.93187,0.6675,0.07493,0.13314,0.96397,0.91601,0.92464,0.83115,0.70689,0.47501,0.95379,0.76112,0.05692,0.57471,0.71402,0.43958,0.96057,0.88665,0.08394,0.75016,0.90736,0.92231,0.42606,0.5436,0.69239,0.95123,0.83013,0.83309,0.39821,0.62161,0.94111,0.07435,0.95465,0.79042,0.91965,0.7535,0.85301,0.02617,0.83929,0.01428,0.74677,0.70217,0.89588,0.91897,0.94908,0.94019,0.85078,0.93918,0.95926,0.93171,0.58232,0.69662,0.66417,0.83831,0.88615,0.96178,0.94599,0.87958,0.94589,0.36901,0.58505,0.04565,0.88872,0.55117,0.61477,0.9381,0.79888,0.68091,0.82405,0.82723,0.87282,0.70566,0.54945,0.23517,0.91699,0.44771,0.92421,0.25472,0.38103,0.5189,0.95618,0.31937,0.82735,0.67771,0.11355,0.95226,0.22592,0.90347,0.12205,0.86993,0.93616,0.75131,0.90678,0.88696,0.80164,0.93258,0.92626,0.90807,0.94241,0.89214,0.32834,0.89303,0.93197,0.59583,0.65191,0.85738,0.8753,0.39494,0.86515,0.9662,0.63162,0.03727,0.59792,0.03295,0.60269,0.95768,0.9362,0.45496,0.83762,0.02009,0.92854,0.92105,0.46315,0.93766,0.04192,0.915,0.13452,0.82598,0.60832,0.59918,0.93352,0.94483,0.7346,0.86967,0.06452,0.73621,0.04577,0.02745,0.71067,0.53802,0.89885,0.91854,0.59029,0.56477,0.92147,0.77606,0.03403,0.78542,0.03438,0.92813,0.50542,0.80736,0.94875,0.85765,0.74071,0.04338,0.90479,0.90842,0.9709,0.71415,0.40232,0.72059,0.7566,0.86897,0.75148,0.89966,0.94026,0.01611,0.01778,0.95382,0.48718,0.95179,0.23736,0.88401,0.88812,0.81387,0.6668,0.42029,0.93256,0.517,0.96029,0.88786,0.48045,0.07021,0.9553,0.68738,0.51784,0.03196,0.88238,0.94311,0.58331,0.72611,0.86326,0.5917,0.94021,0.02799,0.76056,0.18142,0.90842,0.02378,0.55362,0.88617,0.91345,0.92497,0.79867,0.85181,0.85518,0.58623,0.05652,0.91461,0.86149,0.4295,0.62427,0.49601,0.90347,0.91915,0.76762,0.89855,0.73547,0.74237,0.62668,0.47786,0.88734,0.9039,0.97607,0.96309,0.8873,0.88774,0.82387,0.82731,0.96033,0.94029,0.58932,0.92515,0.92342,0.89273,0.31103,0.83998,0.03374,0.84662,0.95163,0.77085,0.92819,0.82471,0.84781,0.90577,0.9183,0.90121,0.86046,0.94758,0.92924,0.852,0.86841,0.788,0.60795,0.83605,0.93938,0.87603,0.33616,0.35794,0.01166,0.77589,0.66468,0.03792,0.77057,0.74999,0.87055,0.69571,0.94514,0.97893,0.93564,0.31822,0.38108,0.38681,0.93945,0.83776,0.96073,0.96586,0.86529,0.63701,0.77811,0.77491,0.96228,0.81384,0.95663,0.7524,0.85638,0.4896,0.77976,0.70108,0.78818,0.96773,0.89005,0.36647,0.81066,0.80878,0.90312,0.87494,0.90397,0.92458,0.64863,0.58583,0.81154,0.95288,0.72198,0.71332,0.88864,0.84151,0.81676,0.18164,0.82819,0.33816,0.82916,0.88831,0.05618,0.20198,0.76071,0.16162,0.40915,0.02381,0.62897,0.03021,0.71435,0.11614,0.02867,0.86432,0.81237,0.75648,0.41986,0.94158,0.9544,0.96529,0.88591,0.96243,0.50237,0.03802,0.01916,0.78237,0.94869,0.853,0.90164,0.96186,0.59848,0.93884,0.53611,0.93667,0.85329,0.78534,0.93894,0.91382,0.91958,0.91262,0.85989,0.02648,0.90047,0.81776,0.94167,0.27463,0.8086,0.80035,0.81618,0.91357,0.83685,0.17535,0.85682,0.45307,0.80769,0.87504,0.81994,0.86689,0.65386,0.7581,0.84686,0.91066,0.73898,0.92521,0.86183,0.87381,0.78908,0.95182,0.90231,0.46851,0.87796,0.0175,0.11488,0.94017,0.84385,0.89556,0.03393,0.95435,0.01885,0.90258,0.89688,0.90708,0.05543,0.65509,0.02167,0.62043,0.49204,0.58207,0.82334,0.88235,0.04074,0.9303,0.706,0.80216,0.87176,0.9282,0.96271,0.43223,0.72691,0.95655,0.91686,0.76916,0.94466,0.42962,0.9129,0.94783,0.68748,0.92873,0.92716,0.83422,0.84204,0.51938,0.83602,0.69437,0.86027,0.96163,0.90719,0.23334,0.86784,0.96635,0.96732,0.45271,0.87627,0.91002,0.88056,0.7949,0.8501,0.01764,0.06929,0.48693,0.06371,0.8139,0.7006,0.65912,0.59015,0.8157,0.82728,0.66347,0.89053,0.90289,0.93109,0.78289,0.92191,0.87973,0.72509,0.63829,0.914,0.54318,0.63827,0.48607,0.875,0.92638,0.48148,0.84482,0.89477,0.47455,0.35698,0.85742,0.05419,0.78846,0.82148,0.94064,0.90656,0.92615,0.29374,0.05389,0.87931,0.69116,0.33949,0.82818,0.87859,0.82032,0.94213,0.48327,0.8187,0.83375,0.94586,0.83305,0.79233,0.72097,0.88907,0.32354,0.31979,0.46704,0.62566,0.55387,0.82218,0.86389,0.77065,0.73772,0.867,0.96005,0.3044,0.16754,0.84605,0.80083,0.71759,0.49938,0.93897,0.0259,0.9581,0.86078,0.62538,0.39427,0.82816,0.94859,0.86793,0.87065,0.25213,0.87575,0.9326,0.92242,0.12748,0.94263,0.91198,0.56201,0.6877,0.88255,0.0684,0.95842
