 G2 G3 sum
ZKSCAN1 0.001685997133135007 0.0016859971331350868 0.0033719942662700938
CCL28 0.001681136181383738 0.0016811361813837474 0.0033622723627674857
RNF34 0.001680639389147426 0.0016806393891473429 0.0033612787782947686
CORO1C 0.0016793367419685914 0.00167933674196867 0.0033586734839372613
CHI3L2 0.0016753800463115115 0.001675380046311626 0.0033507600926231374
MEOX2 0.0016743768031341165 0.0016743768031340662 0.0033487536062681827
STARD10 0.001673899114224606 0.0016738991142246126 0.0033477982284492187
ZNF24 0.0016738031539886577 0.001673803153988703 0.003347606307977361
PLEKHB2 0.0016697965579158462 0.001669796557916016 0.0033395931158318624
LYPD3 0.001668083836718118 0.001668083836718203 0.003336167673436321
PIK3R3 0.0016674903200876213 0.0016674903200876556 0.003334980640175277
RNF215 0.0016666128346740847 0.0016666128346740812 0.003333225669348166
TCEA1 0.0016644410178675256 0.0016644410178674185 0.003328882035734944
KLHL33 0.0016630010387398589 0.0016630010387398788 0.0033260020774797377
ARFGAP1 0.0016534674840464956 0.0016534674840465613 0.003306934968093057
C10orf28 0.001652882319403424 0.0016528823194034102 0.003305764638806834
ZNF23 0.001652370613603176 0.0016523706136031574 0.0033047412272063335
LGALS9 0.0016499905604133226 0.0016499905604134355 0.003299981120826758
ZNF367 0.001649984953674796 0.0016499849536748376 0.0032999699073496336
MUM1 0.0016463551618645274 0.001646355161864506 0.003292710323729033
NPAS2 0.001643863415892785 0.001643863415892759 0.003287726831785544
ZNF302 0.0016423977359875733 0.0016423977359876034 0.003284795471975177
PGCP 0.0016415337658130357 0.0016415337658131266 0.003283067531626162
SFXN2 0.0016405904454379586 0.0016405904454379731 0.003281180890875932
SLC12A7 0.0016401241750229841 0.0016401241750229976 0.0032802483500459817
AHNAK 0.0016394483066964679 0.0016394483066964772 0.003278896613392945
RND1 0.0016305019186799198 0.0016305019186798938 0.0032610038373598136
SNORA38 0.001626431166384838 0.0016264311663848601 0.003252862332769698
TBCD 0.0016256341673512118 0.0016256341673512368 0.0032512683347024488
ZDHHC5 0.0016217630579387677 0.00162176305793881 0.0032435261158775775
HMGXB4 0.0016213164898888455 0.0016213164898887622 0.0032426329797776076
PTBP1 0.0016199674106598997 0.0016199674106598914 0.003239934821319791
RPL27 0.0016194514025983798 0.0016194514025984076 0.0032389028051967874
SAMM50 0.0016180920971519068 0.0016180920971518493 0.003236184194303756
LAG3 0.0016165347008183055 0.0016165347008181938 0.003233069401636499
HNRNPD 0.0016158942634239449 0.0016158942634239414 0.0032317885268478863
CSNK1G2 0.001615789712267056 0.0016157897122670746 0.0032315794245341306
VASH1 0.0016153857169051763 0.0016153857169052405 0.0032307714338104167
MIR376B 0.001612312426607963 0.0016123124266079908 0.0032246248532159538
ZNF28 0.0016119327983455164 0.0016119327983454372 0.003223865596690954
HCG18 0.0016114690717277448 0.001611469071727742 0.003222938143455487
TMEM214 0.001611347030905104 0.0016113470309051601 0.0032226940618102643
SPG7 0.0016105923616029122 0.001610592361602818 0.0032211847232057303
DET1 0.0016054534149282829 0.001605453414928168 0.003210906829856451
FBXL20 0.0016037491053481259 0.001603749105348017 0.003207498210696143
EVX1 0.0016032922216573278 0.0016032922216573382 0.003206584443314666
RTN4 0.0016013871475616236 0.0016013871475616397 0.0032027742951232633
SPAG1 0.0015997658169328954 0.0015997658169328963 0.0031995316338657917
CDCA5 0.00159820454097283 0.0015982045409728193 0.0031964090819456494
IRF2 0.0015967162061892367 0.0015967162061892956 0.0031934324123785323
RBAK 0.00159259642260699 0.0015925964226069338 0.003185192845213924
VARS2 0.0015918293842313107 0.001591829384231357 0.0031836587684626674
