 G2 G3 sum
CALCOCO2 0.0012461261885461762 0.0012461261885461762 0.0024922523770923525
SLC39A3 0.0012449408582060992 0.0012449408582060977 0.002489881716412197
MAGEL2 0.0012448420068254232 0.0012448420068254308 0.0024896840136508537
PDXP 0.0012436425771196191 0.0012436425771195723 0.0024872851542391914
AAK1 0.0012419835218811194 0.0012419835218811066 0.0024839670437622257
C17orf90 0.0012415102025020246 0.0012415102025019535 0.002483020405003978
CDK13 0.0012413810444138547 0.0012413810444138749 0.0024827620888277294
ADCK5 0.0012406982129005146 0.001240698212900497 0.002481396425801012
HCG18 0.0012402043272941373 0.0012402043272941301 0.002480408654588267
RNF215 0.001234397887416374 0.0012343978874164055 0.0024687957748327797
FSTL4 0.0012297489712045492 0.0012297489712045312 0.00245949794240908
ZNF696 0.0012278067903409204 0.0012278067903409254 0.002455613580681846
ZNF181 0.0012243856460022043 0.0012243856460022043 0.0024487712920044087
CCDC144NL 0.0012226450742543271 0.001222645074254344 0.002445290148508671
HDAC2 0.0012224354652859736 0.0012224354652859899 0.0024448709305719633
E2F2 0.0012221304312652359 0.0012221304312653217 0.0024442608625305576
PTBP2 0.0012206237336378166 0.0012206237336378372 0.0024412474672756536
GAL3ST3 0.0012196011559907644 0.001219601155990747 0.0024392023119815115
LRRN1 0.0012188855842467754 0.0012188855842469703 0.002437771168493746
LOC401431 0.0012173928872103805 0.0012173928872103985 0.0024347857744207793
RNF144A 0.0012147964501620318 0.0012147964501620582 0.00242959290032409
NQO2 0.001214605759929535 0.0012146057599295298 0.0024292115198590648
YIF1A 0.0012140876267507053 0.0012140876267506952 0.0024281752535014007
LRRN4CL 0.0012139572725019373 0.001213957272501964 0.002427914545003901
ADAR 0.0012127949579660536 0.0012127949579660402 0.0024255899159320938
IRF2 0.0012119517710863336 0.0012119517710863419 0.0024239035421726755
RIMS3 0.0012106086364533062 0.001210608636453294 0.0024212172729066003
SNHG9 0.0012085106378943561 0.0012085106378944249 0.002417021275788781
PPP2R5D 0.0012079457892102622 0.0012079457892102594 0.0024158915784205214
TXNRD3IT1 0.0012078018625194796 0.0012078018625194887 0.002415603725038968
DYSFIP1 0.001207053697901867 0.0012070536979018375 0.0024141073958037045
DEPDC5 0.0012057306669439284 0.0012057306669439566 0.002411461333887885
